class	phylum	superkingdom	E1.filtered.qc-renamed	E2.filtered.qc-renamed	E3.filtered.qc-renamed	E4.filtered.qc-renamed	E5.filtered.qc-renamed	E6.filtered.qc-renamed	E7.filtered.qc-renamed	N1.filtered.qc-renamed	N2.filtered.qc-renamed	O1.filtered.qc-renamed	O2.filtered.qc-renamed	S1.filtered.qc-renamed
RBG-16-64-22	Nitrospirota	Bacteria	0.0131578947368421	0.0501392757660167	0.1042780748663101	0.0085178875728364	0.034090909090909	0.0170575693055834			0.0196078431372549	0.012		
RBG-16-71-46	Eisenbacteria	Bacteria	0.019831863758139598	0.1199187270648133	0.14200478928999732	0.0306643952389351	0.034090909090909	0.050095317362099004	0.1591075176840302	0.2250000000000147	0.11764705882352941	0.1002185067204958	0.0944881889763953	0.0389773191899239
RBS10-35	Bacillota	Bacteria								0.0083336620435535	0.0196078431372549	0.011999999999999799	0.0157480314960629	0.0094339622641509
RPQS01	Electryoneota	Bacteria									0.0784313725490196	0.012000001157505099		0.0188710888910094
Rhodothermia	Bacteroidota_A	Bacteria	0.2034595314988244	0.35532653069221487	0.2828602440521495	0.8139993365088786	0.1363636363636362	0.3982664568883129	0.4091185900794442	0.4083333333333577	1.2543350624338927	0.2568441264620722	0.3425207983073757	0.3326253189030732
Riflemargulisbacteria	Margulisbacteria	Bacteria									0.0196078431372549			
Rubrobacteria	Actinomycetota	Bacteria	0.0066739690212975	0.0245851670723697	0.008314949717805	0.0153321976060389		0.0614292880880071	0.0454545454545454	0.0083333333333333	0.09803921568627451	0.020202779712139	0.019685215884129803	0.029543356925773
SAR324	SAR324	Bacteria	0.040043814127785	0.2520242159169621	0.4235277173650977	0.0510524707354741	0.1596914021402129	0.1240516355873796	0.1363755666124836	0.2328102631538109	0.3529411764705882	0.1724202276837156	0.2007884606591098	0.2231873986660288
SDB-A	WOR-3	Bacteria	0.013347938042595			0.0034071550255536		0.0127931769722814					0.007874368776134	0.0402187893232442
SHA-98	Bacillota	Bacteria		0.024638681586456	0.027031527257912	0.0017035775127768		0.0087443803801607		0.0500434313438262	0.0392156862745098	0.0282064466097777	0.051181102362204495	0.0094339622641509
SICC01	Patescibacteriota	Bacteria						0.0042643923240938						
SLGR01	CG03	Bacteria								0.0083333333333333				
SLMV01	Bacillota	Bacteria	0.0131578947368421	0.0027855153203342								0.004		
SM23-31	SM23-31	Bacteria	0.006578947368421							0.0416666666666352				
SORT01	Marinisomatota	Bacteria		0.024638681586456	0.0216839336750243			0.0087443803801607		0.0083333333333333	0.0392156862745098	0.020206446609779202	0.039370078740157397	0.0094339622641509
SURF-8	Myxococcota	Bacteria									0.0196078431372549			
SYMT01	Armatimonadota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
SZUA-182	SZUA-182	Bacteria	0.0263157894736842	0.0529247910863509	0.1042780748663101	0.0085178875728364	0.034090909090909	0.0170575693055834				0.012	0.0039370078740157	
SZUA-365	Bacteroidota_A	Bacteria									0.0196078431372549			
SZUA-567	Planctomycetota	Bacteria			0.0026737967914438						0.0784313725490196	0.0079999999999988	0.0118110236220472	0.0094339622641509
SZUA-79	SZUA-79	Bacteria	0.019831863758139598	0.0854786462091419	0.1070703185563751	0.0068197265520759	0.0568181818181818	0.0409429185428373	0.0227272727272727	0.0250003287102201	0.21568627450980393	0.0644128954087629	0.0787403339943659	0.0861534592360936
Saccharimonadia	Patescibacteriota	Bacteria	0.2579092505086912	0.9250743585378305	0.8131278421238072	0.3219267117819977	0.4324186748674852	0.7569208899747906	0.7045906019805437	0.9161455687484991	2.2745098039215685	0.6496735770097924	0.925199321590396	0.7708771593281458
Sericytochromatia	Cyanobacteriota	Bacteria	0.0066739690212975	0.0217996517520355	0.0056411529263612	0.0017035775127768		0.0151409688663014		0.0083333333333333	0.0784313725490196	0.0082064464839714	0.007874192262082701	0.029543356925773
SpSt-956	Vulcanimicrobiota	Bacteria	0.0131578947368421	0.0245851670723697	0.0056411529263612			0.0087443803801607			0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
Spirochaetia	Spirochaetota	Bacteria	0.4373463450222441	1.7549539280371504	1.3728441415890926	1.2226933756319718	0.6722560246024566	1.3715410355620354	1.1137164439645615	1.5406649437821567	3.921001729100559	0.9677563805386667	1.8897697810052942	1.4432018773423827
Sulfobacillia	Bacillota	Bacteria		0.024638681586456	0.0216839336750243	0.0085178875549317		0.0207662159228671	0.0227272727272727	0.0083333333333333	0.11764705882352941	0.0202064477672854	0.086614173228346	0.0471729756834621
Sumerlaeia	Sumerlaeota	Bacteria	0.0197368421052631	0.0306406685236768	0.0106951871657754		0.0113636363636363				0.0196078431372549	0.0119999999999988	0.0078740157480314	
Symbiobacteriia	Bacillota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
Synergistia	Synergistota	Bacteria	0.2285451530852835	0.4969379992599135	0.5645462507304051	1.5325983323112071	0.2045454545454542	0.5305594366770506	0.590936771897626	0.45000065742049106	0.7831799287893538	0.28083678841419	0.4055123405657739	0.2672533101490008
Syntrophia	Desulfobacterota	Bacteria	0.0795174983383113	0.4071485602351272	0.37034534087969423	0.1260098812976542	0.2278732203220309	0.361621184150896	0.1363644942170694	0.14114392519735441	0.8627450980392156	0.1846109482612353	0.3070876732575343	0.2986622611419436
Syntrophobacteria	Desulfobacterota	Bacteria		0.0301561977130382	0.0056411529263612	0.0017035775127768		0.0472752563832538			0.11764705882352941	0.0322027797121391	0.0157480314960628	0.0283018867924527
Syntrophomonadia	Bacillota	Bacteria	0.0263157894736842	0.0554806077680965	0.0457481047980189	0.01362320359924		0.091060993395736	0.0454600816522525	0.0916669953768917	0.1764705882352941	0.0802027797823429	0.1220472440944876	0.0188679245283018
Syntrophorhabdia	Desulfobacterota_G	Bacteria	0.0131578947368421	0.0753997551780224	0.1096256684491977	0.015332197623943701	0.034090909090909	0.0308412149631601	0.0454600816522525	0.0916666666666715	0.0784313725490196	0.0360036665904223	0.011811023622047102	
Sysuimicrobiia	Sysuimicrobiota	Bacteria	0.013347938042595	0.1987262488496848	0.0738354225312037	0.061328790461971594	0.1022727272727272	0.1971757749224565		0.025	0.3137254901960784	0.0648221194156674	0.1614176758627475	0.1345584119647532
T3Sed10-11	Bacteroidota_A	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0833336620435584		0.0280036665904223	0.011811023622047102	
TC1	Bacillota	Bacteria		0.0217996517520355	0.0056411529263612	0.0034071550255536		0.0087443803801607	0.0227272727272727		0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
Tariuqbacteria	Electryoneota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
Termititenacia	Margulisbacteria	Bacteria									0.0196078431372549			
Terriglobia	Acidobacteriota	Bacteria	0.2391226249321925	1.1471880824716985	0.9473601686784121	0.32697175665157907	0.41029189518951636	0.8199665713834989	0.704596996031684	1.123997619694994	2.651717352635237	0.642706872713146	1.2480355558861838	1.1027945303449929
Thermincolia	Bacillota	Bacteria		0.0027855153203342		0.0051107325383304					0.0196078431372549		0.0078740157480314	0.0094339622641509
Thermoanaerobacteria	Bacillota	Bacteria	0.0066739690212975	0.0217996517520355	0.0056411529263612	0.0051107325383304		0.0151409688663014	0.0227272727272727		0.13725490196078433	0.0242064476414765	0.0118112001360984	0.0484144458167824
Thermoanaerobaculia	Acidobacteriota	Bacteria	0.0926753930751534	0.2949449379625806	0.525119961598267	0.064735945523334	0.136363636363636	0.1944765376307483	0.1591019814863231	0.2088567322230952	0.5490196078431373	0.16442022793533212	0.2716546023913932	0.1772633059173456
Thermodesulfobacteria	Desulfobacterota	Bacteria	0.019926885411016	0.0217996517520355	0.011457418297574701	0.0051107325403362		0.0215375573524421			0.23529411764705882	0.0202064464839702	0.015748384524165403	0.0496527515873951
Thermodesulfobiia	Thermodesulfobiota	Bacteria	0.0066739690212975			0.0017035775127768		0.0106609808102345				0.0039999988424947	0.003937184388067	0.0201093946616221
Thermodesulfovibrionia	Nitrospirota	Bacteria	0.1320540556328032	0.2834831906883925	0.43526666116444873	0.0698466780368133	0.0795454545454543	0.1362490783048228	0.2500221447908281	0.3333333333333528	0.5686274509803921	0.2808404533579097	0.4921268668222234	0.1948865959496195
Thermoleophilia	Actinomycetota	Bacteria	0.4430700975147771	0.7732278060826895	0.91413920018285	0.9843625043085159	0.488636363636363	0.8126646149579015	0.6364079259452925	0.8421903942666776	1.8425703565515397	0.5612570198922447	0.9527603183630884	0.9546305620243105
Thermosediminibacteria	Bacillota	Bacteria		0.0609885278897526	0.0328477926291254	0.0153321976169972		0.0383798447175551	0.090920163304505	0.1583336620435633	0.09803921568627451	0.08021377979062391	0.0708661417322831	0.0188679245283018
Thermosulfidibacteria	Thermosulfidibacterota	Bacteria									0.0196078431372549	0.004		
Thermotogae	Thermotogota	Bacteria	0.0465277398433296	0.25115970229640877	0.250024485264721	0.0374238506243072	0.0687823112311221	0.0924950221658106	0.1136372214897967	0.107810263153801	0.5098039215686274	0.1086193421443497	0.2204733235151372	0.2502509796878688
Tritonobacteria	UBA1439	Bacteria	0.0066739690212975	0.043599303504071	0.0112823058527224	0.0017035775127768		0.023885349246462097			0.0784313725490196	0.0164128929679428	0.0236222237581456	0.0484112814540748
UBA10030	Bacteroidota_A	Bacteria	0.0329897584949817	0.0830801686753489	0.2066445840729757	0.0204429301642798	0.09090909090909069	0.0492218690705341		0.0333336620435535	0.11764705882352941	0.0722064476414778	0.09842537336444421	0.0955842571375369
UBA1018	Bdellovibrionota	Bacteria	0.013347938042595	0.0055279322555486	0.0080213903743315	0.015326781112016699	0.0113636363636363	0.0170575701032498			0.11764705882352941	0.008	0.031496416020228304	0.0496527515873951
UBA10199	UBA10199	Bacteria	0.0200219070638925	0.035918069882704295	0.008314949717805	0.0119250425894377		0.0374533991720657	0.0454600816522525	0.0750000000000049	0.1568627450980392	0.040210113074394704	0.0275595846602638	0.09806719740417749
UBA11346	Planctomycetota	Bacteria							0.0227272727272727	0.0083333333333333	0.0784313725490196		0.0039370078740157	0.0094339622641509
UBA1135	Planctomycetota	Bacteria	0.02669587608519	0.17672102159236208	0.0709865132949074	0.047700170348798504	0.0113636363636363	0.1366160191046284	0.2045675993362827	0.3250000000000195	0.3529411764705882	0.16904323341883412	0.2047251155050227	0.2030822524431577
UBA1144	Desulfobacterota_D	Bacteria	0.0200219070638925	0.0141184181306688	0.0133689839572191	0.0136286201022145	0.0113636363636363	0.0351056072780457	0.0681873543795252	0.0750000000000049	0.0392156862745098	0.024003665432917	0.0433076161563267	0.06976214624901719
UBA1177	UBP6	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407		0.0083333333333333		0.0039999999999988	0.0196852158841299	0.0389773191899239
UBA11872	Chloroflexota	Bacteria	0.0131578947368421	0.0245851670723697	0.008314949717805			0.0087443803801607			0.0392156862745098	0.0122064464839714	0.055118110236220104	0.0283018867924527
UBA12135	Spirochaetota	Bacteria						0.0042643923240938						
UBA1384	Patescibacteriota	Bacteria	0.0066739690212975	0.1171824849830364	0.0245328429113203	0.0681431005130789	0.1022727272727272	0.122525649921969	0.0681873543795252	0.0833333333333382	0.1568627450980392	0.0320036665904221	0.023622223758145502	0.029543356925773
UBA1551	Desantisbacteria	Bacteria										0.0080000000000001		
UBA2235	Chloroflexota	Bacteria									0.0392156862745098	0.004		0.0094339622641509
UBA2242	Marinisomatota	Bacteria		0.0274777114208765	0.0377267144236874	0.0068143100421549		0.1127687501522904			0.0784313725490196	0.0282027799637544	0.0944881889763777	0.0188679245283018
UBA2361	Bdellovibrionota_B	Bacteria	0.0329897584949817	0.0281530237605124	0.0374331550802138	0.008517887563884101		0.011651449495529799	0.0454600816522525	0.0750000000000049	0.058823529411764705	0.032003666842037704	0.0944883654904289	0.0484112814540748
UBA2394	Bdellovibrionota	Bacteria			0.0080213903743315			0.0063965884861407					0.0039370078740157	
UBA2428	Bdellovibrionota	Bacteria								0.0083333333333333	0.0196078431372549	0.004	0.0118110236220472	0.0094339622641509
UBA2968	Latescibacterota	Bacteria	0.0066739690212975	0.024638681586456	0.024357730466468098	0.008517887563884		0.0579362375969256	0.0227272727272727	0.0083336620435535	0.19607843137254902	0.0442027798379467	0.0944883654904286	0.0389773191899239
UBA3054	UBA3054	Bacteria		0.0083565459610027		0.0102214650766609		0.0127931769722814	0.0227272727272727				0.0039370078740157	
UBA3072	WOR-3	Bacteria									0.058823529411764705		0.0236220472440944	0.0188679245283018
UBA3073	WOR-3	Bacteria	0.0066739690212975	0.0141184181306688	0.0026737967914438	0.008517887563884101		0.011651449495529799	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0118112001360984	0.0201093946616221
UBA3561	Bacillota	Bacteria									0.0196078431372549			
UBA3569	Bacillota	Bacteria				0.0017035775127768			0.0227272727272727		0.0196078431372549			
UBA3575	Bacillota	Bacteria			0.0058162653712135	0.0017035775147826					0.0392156862745098			0.0094339622641509
UBA4055	UBA4055	Bacteria		0.0028390298344205	0.0160427807486631						0.0392156862745098	0.0040000001258077	0.0354330708661417	
UBA4092	UBP4	Bacteria												0.0094339622641509
UBA4151	Myxococcota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407				0.004	0.003937184388067	0.0201093946616221
UBA4733	Chloroflexota	Bacteria									0.0196078431372549			
UBA4738	Actinomycetota	Bacteria	0.0331798018007346	0.2106213882665349	0.0987674026802668	0.034016695603694504	0.0233277657765767	0.0436776400106303	0.1591028393397563	0.24114392519736438	0.21568627450980393	0.0802137809481301	0.1023627342665625	0.1251233656245589
UBA4802	Spirochaetota	Bacteria	0.0066739690212975	0.016903933451003	0.0026737967914438	0.0153321976149913		0.013783646061014	0.0454600816522525	0.0833336620435584	0.19607843137254902	0.0360036665904223	0.023622223758145502	0.0201093946616221
UBA4820	Acidobacteriota	Bacteria	0.0066739690212975	0.005678059668841	0.0320855614973262	0.0017035775127768		0.0063965884861407				0.0080000002516154	0.0866143497423976	0.029543356925773
UBA4882	Bacillota	Bacteria		0.1521748397780729	0.0770834690052426	0.0152773429631495	0.0233277657765767	0.0094981644773631	0.0454554033079786	0.0828102631538011	0.11764705882352941		0.0039370078740157	0.0364901304845323
UBA5177	Chloroflexota	Bacteria											0.0118110236220472	0.0094339622641509
UBA5214	Elusimicrobiota	Bacteria											0.0118110236220472	0.0094339622641509
UBA5359	UBP13	Bacteria	0.0131578947368421	0.0501392757660167	0.1042780748663101	0.0085178875728364	0.034090909090909	0.0170575693055834			0.0196078431372549	0.012		0.0094339622641509
UBA5829	Armatimonadota	Bacteria									0.0196078431372549	0.0080000000000001		
UBA6077	Chloroflexota	Bacteria									0.0196078431372549		0.0078740157480314	
UBA6098	UBP14	Bacteria				0.0017035775127768		0.0385308760030931				0.0119963332281676	0.011811023622047102	0.0188679245283018
UBA6099	UBP15	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0392156862745098	0.0122064464839714	0.0039370078740157	0.0094339622641509
UBA6266	UBA6266	Bacteria											0.0039370078740157	
UBA6624	UBP7	Bacteria											0.0118110236220472	0.0094339622641509
UBA6911	Acidobacteriota	Bacteria	0.0197368421052631	0.0524403202757123	0.0216839336750242	0.0051107325383304	0.0113636363636363	0.06434823476853781	0.0454545454545454		0.058823529411764705	0.0242064464839715	0.0196850393700786	0.0283018867924527
UBA727	Myxococcota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0681873543795252	0.0750000000000049	0.0196078431372549	0.0280036677479286	0.0236220472440943	0.0283050511551603
UBA7883	Nitrospinota	Bacteria	0.019831863758139598	0.0245851670723697	0.0056411529263612	0.0017035775127768		0.0151409688663014			0.0784313725490196	0.0082064464839714	0.007874192262082701	0.029543356925773
UBA796	Myxococcota	Bacteria	0.019831863758139598	0.18887525102858568	0.1181277644535519	0.0459417381881914	0.0233277657765767	0.0684284022833312	0.1591028393397563	0.24114392519736438	0.2549019607843137	0.092003668975639	0.1653545072227118	0.1320775519847768
UBA8108	Planctomycetota	Bacteria	0.0066739690212975	0.005678059668841	0.0401069518716577	0.0051107325383304		0.0170575692963752	0.0454545454545454	0.0166666666666931	0.0784313725490196	0.0120000002516142	0.0984253733644447	0.0484112814540748
UBA8248	UBA8248	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407			0.058823529411764705	0.004	0.0196852158841299	0.0201093946616221
UBA8468	Ratteibacteria	Bacteria	0.0066739690212975	0.0141184181306688	0.0169801243253146	0.0153321976190029		0.011651449495529799	0.0681873543795252	0.0750000000000049	0.1764705882352941	0.0560047292448848	0.027559055118128	0.0672855347077918
UBA8477	Marinisomatota	Bacteria		0.1521748397780729	0.0690620786309111	0.0152773429631495	0.0233277657765767	0.0031015759912224	0.0454554033079786	0.0828102631538011	0.058823529411764705		0.0236220472440944	0.0553580550128341
UBA8742	Planctomycetota	Bacteria		0.0217996517520355	0.008314949717805			0.0087443803801607			0.058823529411764705	0.0122064464839714	0.0039370078740157	0.0094339622641509
UBA890	Acidobacteriota	Bacteria			0.0026737967914438					0.0083333333333333				
UBA8919	Elusimicrobiota	Bacteria		0.0027855153203342	0.0058162653712135	0.0017035775147826		0.0042643923240938			0.0392156862745098	0.0079999988424947	0.0039370078740157	
UBA9042	Myxococcota	Bacteria	0.0131578947368421	0.0774606849201633	0.0523266013010316	0.0221465076701102	0.0113636363636363	0.0279984827790996	0.11364743603177771	0.1666666666666764	0.27450980392156865	0.0764202262745951	0.0787401574803145	0.0754716981132072
UBA9088	UBA9089	Bacteria									0.0196078431372549			
UBA9160	Myxococcota_A	Bacteria	0.0066739690212975	0.0553312243761385	0.23385122377574	0.0289608177212174	0.0909090909090908	0.2202481770639163	0.0227272727272727	0.0250003287102201	0.2549019607843137	0.1042027788062492	0.1496064757266489	0.0578452437182257
UBA9217	Nitrospirota	Bacteria		0.024638681586456	0.0216839336750243			0.0087443803801607			0.0784313725490196	0.012206446609779101	0.043307086614173096	0.0094339622641509
UBA994	Bacillota	Bacteria			0.0080213903743315	0.0017035775127768	0.0113636363636363				0.058823529411764705	0.0080000011575063		0.0188710888910094
UBA9942	Nitrospinota	Bacteria										0.0039999999999988		
UBA995	Bacillota	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0392156862745098	0.0082064464839714	0.0157480314960629	0.0188679245283018
Uabimicrobiia	Planctomycetota	Bacteria		0.0028390298344205	0.0160427807486631							0.0040000001258077	0.039370078740157397	
Vampirovibrionia	Cyanobacteriota	Bacteria	0.2252995786252153	0.8049928637916298	0.7446082504753088	0.1600814315811237	0.1483277657765763	0.4879668347386438	0.5454941566919277	0.7411435964977984	2.156862745098039	0.5147068712894207	0.8818924114903282	0.8028939634324365
Verrucomicrobiia	Verrucomicrobiota	Bacteria	0.929092991980437	4.259899436536174	3.436743251894437	3.1281009100507764	1.3684403080307934	2.8818411791028073	2.659263857849585	3.3801965558073594	8.25320126573305	2.112556476757405	3.1535516032470086	2.7880669497578636
Vicinamibacteria	Acidobacteriota	Bacteria	0.059685634580171704	0.45169260352774926	0.3165878795490404	0.0918834763922816	0.08074644064406239	0.2609184090434459	0.272740060829553	0.4156205263076168	0.5098039215686274	0.176420228534004	0.1732292290269482	0.2773071479082503
Vulcanimicrobiia	Vulcanimicrobiota	Bacteria	0.039663727516279196	0.0726677543717744	0.1453223703146192	0.0289608177301697	0.034090909090909	0.0821652679385346	0.0909146271067979	0.1000000000000048	0.3333333333333333	0.0800010614413513	0.1023623812384781	0.1062596895350081
WGA-4E	Poribacteria	Bacteria	0.013347938042595		0.0026737967914438	0.0153321976060389		0.0226828167563782	0.0227272727272727		0.1764705882352941	0.0119999999999976	0.0472444475162913	0.0685206761156969
WOR-1	Margulisbacteria	Bacteria	0.0263157894736842	0.0698822390514402	0.1336898395721923	0.015332197623943701	0.034090909090909	0.0287090188011132	0.0454600816522525	0.0750000000000049	0.0980392156862745	0.040003666716228806	0.047244094488188795	
WOR-3	WOR-3	Bacteria	0.013347938042595	0.0084100604750889	0.035228030077095795	0.008517887565889799		0.0149253735377656		0.0083333333333333	0.1568627450980392	0.0240000012833141	0.0708664947603857	0.0685238404784045
WTBG01	Desulfobacterota	Bacteria		0.0028390298344205	0.0160427807486631						0.0392156862745098	0.012000001283314	0.0354330708661417	0.0188710888910094
WVXT01	UBA6262	Bacteria		0.0028390298344205	0.0160427807486631							0.0040000001258077	0.0354330708661417	
WWE3	Patescibacteriota	Bacteria	0.0066739690212975	0.1104023979535357	0.040987629902078104	0.0153321976149914		0.043139451645401	0.090920163304505	0.1500000000000098	0.27450980392156865	0.0846266750735791	0.1062993891124759	0.1050213837643954
WYAZ01	Myxococcota	Bacteria	0.0131578947368421	0.0027855153203342									0.0039370078740157	
XYA12-FULL-58-9	Myxococcota	Bacteria				0.0034071550255536			0.0227272727272727		0.0392156862745098			
Xenobia	Vulcanimicrobiota	Bacteria		0.1521748397780729	0.0744096722137987	0.016980920475926302	0.0233277657765767	0.0416324519943155	0.0454554033079786	0.0828102631538011		0.0199952728887177	0.0157480314960628	0.0459240927486832
YA12-FULL-61-11	Bdellovibrionota_F	Bacteria		0.1521748397780729	0.0690620786309111	0.0152773429631495	0.0233277657765767	0.0031015759912224	0.0454554033079786	0.0828102631538011				0.0364901304845323
Zetaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975	0.0338078669020061	0.0053475935828876	0.0153321976149914		0.0169063105049189	0.090920163304505	0.1666666666666764	0.058823529411764705	0.044007333180844405	0.043307263128224104	0.0484112814540748
Zhuqueibacteria	Zhuqueibacterota	Bacteria		0.0141184181306688	0.0026737967914438	0.008517887563884101		0.0608587153977662	0.0681873543795252	0.0916666666666715	0.09803921568627451	0.028003666590422402	0.0393700787401572	0.0188679245283018
Zipacnadia	Armatimonadota	Bacteria	0.013347938042595	0.1550138696124934	0.0967373901220012	0.0220916530182683	0.0233277657765767	0.0158947529635038	0.0454554033079786	0.0828102631538011	0.11764705882352941	0.0040000001258077	0.0629924790123543	0.1050108066002292
			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
