phylum	superkingdom	E1.filtered.qc-renamed	E2.filtered.qc-renamed	E3.filtered.qc-renamed	E4.filtered.qc-renamed	E5.filtered.qc-renamed	E6.filtered.qc-renamed	E7.filtered.qc-renamed	N1.filtered.qc-renamed	N2.filtered.qc-renamed	O1.filtered.qc-renamed	O2.filtered.qc-renamed	S1.filtered.qc-renamed
4484-113	Bacteria		0.0028390298344205	0.0187165775401069							0.0040000001258077	0.0511811023622046	0.0188679245283018
4572-55	Bacteria											0.0039370078740157	
ARS69	Bacteria		0.0027855153203342								0.0039999999999988		
AUK180	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
Acidobacteriota	Bacteria	0.5634865006952293	2.5831318216121066	2.4320591132218103	0.623174825314292	0.7536029582958225	1.8884151332578634	1.568275544465729	2.289095733243511	5.259560489890139	1.384989852450063	2.429141448371928	2.1616373640892785
Actinomycetota	Bacteria	8.192352051207811	32.69968955666526	28.818710934642937	12.449709678307364	12.607824816723017	23.738763677157294	20.615137929564483	29.579756935318038	60.339815893970915	18.72939437627495	26.370396168768487	24.405208587223846
Aerophobota	Bacteria								0.0083333333333333	0.0392156862745098			
Aquificota	Bacteria	0.0662645819485927	0.304849664928169	0.2614698697205988	0.09369676321568919	0.1931818181818179	0.2758969448271266	0.11364743603177771	0.19166666666667628	0.49019607843137253	0.1408331191167279	0.1220481266647436	0.1854526336854686
Armatimonadota	Bacteria	0.145782080286904	0.37651295311101957	0.3297328387133693	0.0749025559313249	0.0801459475947583	0.2022736981892607	0.1591028393397563	0.2578102631538108	0.9215686274509803	0.1768320594063178	0.33071060307188527	0.3520330944038844
Atribacterota	Bacteria	0.0328947368421052	0.036265213678431496	0.032554233285652004	0.0068143100441607	0.0113636363636363	0.0077574432186126		0.0083333333333333	0.13725490196078433	0.012000000125807701	0.043307086614173096	
Auribacterota	Bacteria		0.1030640668523676	0.0133689839572192	0.0545144804088586	0.1022727272727272	0.1108742004264392				0.008		
BMS3Abin14	Bacteria	0.0131578947368421	0.0501392757660167	0.1042780748663101	0.0085178875728364	0.034090909090909	0.0170575693055834			0.0196078431372549	0.016		
Babelota	Bacteria	0.0601171437084863	0.0111955757954234	0.0187165775401069	0.0085178875549317		0.0077574432186126		0.0166669953768868	0.1764705882352941	0.0320000001258053	0.0787401574803146	0.0701122594329936
Bacillota	Bacteria	27.136833181014225	106.1392157312471	97.30094476447177	45.68801508239049	43.51425039372913	81.92161174052123	69.2309012941494	98.40875728797769	215.96323684681337	64.59021367899561	92.76848960342274	82.13177687896591
Bacteroidota	Bacteria	10.966991631489666	47.41703311325715	43.85258518359486	20.35011554670565	16.856710065127103	32.52897459690538	30.343128028076475	43.74677967363409	93.15840329639069	27.508074371451873	40.39333787064265	34.48554639584225
Bacteroidota_A	Bacteria	0.4280939585539045	1.6676696343020392	1.587628504753617	1.083049457788712	0.7852918951895159	1.3157324790186802	0.9773464135497849	1.3906224985689548	3.215119376159383	0.9589243822278785	0.9881916782724329	1.012378890023093
Bdellovibrionota	Bacteria	0.0798025632969406	0.2013471068597433	0.4365911081371462	0.1226575809129839	0.1704545454545452	0.2798482236459437	0.4091241262771512	0.49166732408713626	0.7254901960784313	0.35622217370294224	0.5748045617187245	0.2847581368602588
Bdellovibrionota_B	Bacteria	0.039663727516279196	0.0752666694386399	0.0617908855466819	0.017035775127768202		0.0320472793712203	0.090920163304505	0.1666666666666764	0.11764705882352941	0.06821378004223791	0.1653546837367632	0.0779546383798478
Bdellovibrionota_F	Bacteria		0.1521748397780729	0.0690620786309111	0.0152773429631495	0.0233277657765767	0.0031015759912224	0.0454554033079786	0.0828102631538011				0.0364901304845323
Bdellovibrionota_G	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0078740157480314	
Bipolaricaulota	Bacteria	0.0727485076641373	0.0864044894444482	0.1395061049434059	0.018739352651502998	0.045454545454545296	0.0982477776385233	0.0909090909090908	0.0083333333333333	0.058823529411764705	0.036000000125806605	0.0826778714105354	0.0993055031747902
Blakebacterota	Bacteria		0.0028390298344205	0.0160427807486631							0.0040000001258077	0.0354330708661417	
CAIWAD01	Bacteria									0.0196078431372549	0.0080000011575063		0.0188710888910094
CAKKQC01	Bacteria									0.0196078431372549			
CG03	Bacteria	0.0601171437084863	0.0027855153203345						0.0083333333333333	0.0196078431372549			0.0418103726405409
CG2-30-70-394	Bacteria									0.0196078431372549			
CLD3	Bacteria		0.0027855153203342								0.004	0.0078740157480314	
CSSED10-310	Bacteria									0.0196078431372549		0.0039370078740157	
Caldisericota	Bacteria	0.019831863758139598	0.011098962896217	0.011632530742427	0.0085124710649211		0.0106609808102345		0.0083333333333333	0.19607843137254902	0.023999999999999	0.047244271002240004	0.0484112814540748
Calditrichota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407		0.0250003287102201	0.0392156862745098	0.012	0.0393702552542085	0.029543356925773
Calescibacteriota	Bacteria									0.0196078431372549			
Campylobacterota	Bacteria	1.1851819928222067	6.381236176892655	5.3812117982242045	2.435026330702702	2.417497811781161	4.484227654773254	4.182129146442425	6.210961914109633	13.528844866355461	3.6957061681303225	5.35828307325792	4.796941157716471
Chlamydiota	Bacteria	0.1519809410438193	0.528763287379221	0.8559901009977845	0.1584381252260989	0.4090909090909085	0.39064913412880237	0.2954877626407877	0.4833333333333626	0.9827214214156578	0.44084412396565004	0.3897650151259157	0.3011557785727504
Chloroflexota	Bacteria	0.9604602633334594	4.526766576975597	4.311717751767099	1.1067714203714987	1.6997924703677372	2.714651129561404	2.477464858184824	3.9458598560382945	7.122305587929355	2.3351067248062836	3.4173327736162773	3.1108641131827737
Chrysiogenota	Bacteria	0.1650438141277849	0.3171151646680937	0.440719832641606	0.0749025559282426	0.1369641294129401	0.1501889590879416	0.181830112067029	0.2661442539075845	0.4117647058823529	0.2720036713445264	0.2519695630213144	0.2514956141838967
Cloacimonadota	Bacteria	0.013347938042595	0.2048060015827826	0.08272462193160371	0.0306095405691885	0.0233277657765767	0.09538748812209019	0.09091548496023111	0.1744769298204726	0.39215686274509803	0.0442101142319	0.0787405105084169	0.1427498200195404
Coprothermobacterota	Bacteria		0.0217996517520355	0.0056411529263612	0.0017035775127768	0.0113636363636363	0.0087443803801607			0.058823529411764705	0.0082064464839714	0.0039370078740157	0.0094339622641509
Cyanobacteriota	Bacteria	0.788742480184377	3.6674661431752424	2.85255511388897	0.8291431404266777	0.9826771647164614	2.2132699083359397	2.2046971163667353	3.245859527338697	6.9411764705882355	1.9196835782824953	3.141740756139084	2.949621412595805
DAOPZR01	Bacteria									0.0196078431372549	0.0080000011575063		0.0188710888910094
DASVDK01	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
DRYD01	Bacteria										0.004		
DUMJ01	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
Deinococcota	Bacteria	0.0727485076641373	0.22624569858876228	0.27099081951248033	0.0936967632156891	0.14772727272727249	0.2657008924531634	0.0454600816522525	0.1166669953769181	0.5686274509803921	0.1360000019825589	0.405512517079826	0.20308541680586528
Desantisbacteria	Bacteria										0.0080000000000001		
Desulfobacterota	Bacteria	0.5905702867726663	2.5921619674486736	2.2540399950395242	0.7255046019063952	1.2302804211628233	2.231414153603961	1.0455252690941954	1.622909362833025	4.647058823529411	1.296558054158489	1.8031556077769293	1.8271999365682499
Desulfobacterota_B	Bacteria	0.0658844953370869	0.169817888063275	0.1806688472903362	0.0425894378323844	0.045454545454545296	0.1239628054641197	0.2045675993362827	0.3499999999999881	0.45098039215686275	0.1524265015568089	0.1574804914746803	0.1050213837643954
Desulfobacterota_C	Bacteria										0.0039999999999988		
Desulfobacterota_D	Bacteria	0.0200219070638925	0.0141184181306688	0.0133689839572191	0.0136286201022145	0.0113636363636363	0.0351056072780457	0.0681873543795252	0.0750000000000049	0.0392156862745098	0.024003665432917	0.0433076161563267	0.06976214624901719
Desulfobacterota_E	Bacteria	0.072463442705508	0.108635097493036	0.21122994652406402	0.0221465076840032	0.068181818181818	0.0982477776477315	0.0227272727272727	0.0083333333333333	0.0392156862745098	0.024	0.007874192262082701	0.0201093946616221
Desulfobacterota_G	Bacteria	0.0131578947368421	0.0753997551780224	0.1096256684491977	0.015332197623943701	0.034090909090909	0.0308412149631601	0.0454600816522525	0.0916666666666715	0.0784313725490196	0.0360036665904223	0.011811023622047102	
Desulfobacterota_I	Bacteria	0.2720687842911066	1.443071255431772	0.9400314748852969	0.3814313824314416	0.5472560246024566	1.0040863590335352	0.7046033900828244	1.1984317755921388	2.0392156862745097	0.6742950422434945	0.7834668616118136	0.9906923410648542
Dictyoglomota	Bacteria				0.0034071550255536			0.0227272727272727		0.0392156862745098			
Edwardsbacteria	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0784313725490196	0.0082064464839714	0.0078740157480314	0.0094339622641509
Eisenbacteria	Bacteria	0.019831863758139598	0.1199187270648133	0.14200478928999732	0.0306643952389351	0.034090909090909	0.050095317362099004	0.1591075176840302	0.2250000000000147	0.11764705882352941	0.1002185067204958	0.0944881889763953	0.0389773191899239
Electryoneota	Bacteria	0.0200219070638925			0.0051107325383304		0.0191897654584221			0.0784313725490196	0.012000001157505099	0.011811553164201	0.0886332351400266
Elusimicrobiota	Bacteria	0.0927704147280298	0.2131952319275694	0.3564587727861108	0.0783645655977622	0.10227272727272699	0.3395609334134883	0.1591019814863231	0.21666666666664489	0.9215686274509803	0.224826847699061	0.3740168071158198	0.2728475630548825
FCPU426	Bacteria										0.0039999999999998		
Fermentibacterota	Bacteria	0.0066739690212975	0.0301561977130382	0.0056411529263612	0.0017035775127768		0.0151409688663014			0.0784313725490196	0.0242053861445191	0.007874192262082701	0.0484112814540748
Fibrobacterota	Bacteria	0.0862864890124852	0.274171831588765	0.3722569065393386	0.0646810908267303	0.14832776577657641	0.227897523280677	0.1136427576875038	0.1661435964871393	0.49019607843137253	0.1564165635341149	0.2755919632935114	0.3200162902995936
Firestonebacteria	Bacteria	0.013347938042595			0.0085178875549317		0.020550620190894			0.0196078431372549	0.004	0.007874368776134	0.0402187893232442
Fusobacteriota	Bacteria	0.1706212266121647	0.3271962699980845	0.5130385461074035	0.8361458441630892	0.1136363636363633	0.5965232460820951	0.6136806532180198	0.6750006574204793	1.0778644741985985	0.4080146697376037	0.5551191693205252	0.3326158258149504
Gemmatimonadota	Bacteria	0.2051826499084462	0.7732256466036962	0.7338272142737492	0.2845522993016174	0.363641592279941	0.8125766513971051	0.7046008165225247	0.983377422097617	2.196078431372549	0.6176835204027568	0.9448841844464415	0.7708845721296043
Goldbacteria	Bacteria									0.0588235294117647		0.0118110236220472	0.0094339622641509
Hinthialibacterota	Bacteria		0.0028390298344205	0.0160427807486631	0.0034071550255536	0.0113636363636363	0.0385308760030931		0.0083333333333333	0.0392156862745098	0.015996333353975302	0.047244094488188795	
Hydrogenedentota	Bacteria	0.0066739690212975	0.0507653148670953	0.040575623659983295	0.0340715502485898		0.0791104715462482	0.1591075176840302	0.233333333333348	0.0784313725490196	0.10400733428274711	0.0905513576164129	0.0578484080809333
JAAXHH01	Bacteria									0.0392156862745098			
JACPFL01	Bacteria									0.0196078431372549			
JACPQY01	Bacteria								0.0083336620435535		0.008	0.0039370078740157	
JACPSX01	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0078740157480314	
JACPWU01	Bacteria		0.0028390298344205	0.0160427807486631							0.008000000125807701	0.0354330708661417	
JACQOV01	Bacteria									0.0196078431372549			
JADFOP01	Bacteria			0.0080213903743315			0.0063965884861407					0.0039370078740157	
JAFGBW01	Bacteria											0.0039370078740157	
JAFGOL01	Bacteria											0.0039370078740157	
JAHJDO01	Bacteria									0.0196078431372549			
JAJYCY01	Bacteria									0.0196078431372549			
JAKLEM01	Bacteria		0.0055702105166283	0.0909090909090909	0.0017035775127768	0.0454545454545454	0.0127589385745555				0.024	0.0078740157480314	
JAMCPX01	Bacteria				0.0017035775127768			0.0227272727272727		0.0392156862745098			
JANLFM01	Bacteria		0.0141184181306688	0.0026737967914438	0.008517887563884101	0.0113636363636363	0.0608587153977662	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0196850393700786	0.0094339622641509
JAUVQV01	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
JAUXIQ01	Bacteria											0.0118110236220472	0.0094339622641509
JAZFTZ01	Bacteria									0.0196078431372549			
Joyebacterota	Bacteria	0.0066739690212975	0.0055702105166283	0.0909090909090909	0.0034071550255536	0.0454545454545454	0.0747593814490733			0.0196078431372549	0.024	0.0118112001360984	0.029543356925773
Krumholzibacteriota	Bacteria	0.0463376965375767	0.084000657182109	0.1310160427807484	0.0272572402133814	0.034090909090909	0.046757056782783704	0.090920163304505	0.1583333333333431	0.058823529411764705	0.07600839364610221	0.0787405105084351	0.08863007077731899
Latescibacterota	Bacteria	0.0066739690212975	0.024638681586456	0.024357730466468098	0.008517887563884		0.0579362375969256	0.0227272727272727	0.0083336620435535	0.23529411764705882	0.0442027798379467	0.0944883654904286	0.0389773191899239
Lernaellota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407				0.0120000000000001	0.007874192262082701	0.0201093946616221
Lindowbacteria	Bacteria										0.004		
Margulisbacteria	Bacteria	0.0263157894736842	0.084000657182109	0.1564862292687204	0.0272572402193988	0.034090909090909	0.0339638798105023	0.090920163304505	0.1500000000000098	0.3137254901960784	0.0680073333066499	0.06692913385826729	
Marinisomatota	Bacteria	0.1189911825488375	0.401670644770382	0.31792519552608983	0.0902347535313467	0.0801459475947583	0.3202819857499494	0.3182103570237865	0.5416666666666594	0.7670351469058538	0.34903956300667033	0.397643210440534	0.2514861210957739
Methylomirabilota	Bacteria	0.0066739690212975	0.0169574479650893	0.0356967018654215	0.0153321976190029		0.0223124307092016	0.0454600816522525	0.0833333333333382	0.2549019607843137	0.03600366671623011	0.0708663182463344	0.0389773191899239
Moduliflexota	Bacteria									0.0196078431372549			
Muiribacteriota	Bacteria	0.0131578947368421	0.0558173354348577	0.1363636363636363	0.0085178875728364	0.034090909090909	0.0170575693055834			0.0196078431372549	0.028000000251615503	0.0748031496062991	
Myxococcota	Bacteria	0.1586549100651167	1.2136824367740624	0.768741120986231	0.38149165358733467	0.5012009860986071	0.6463391516648924	0.8864428588384011	1.3822885078152176	2.0	0.694113200284199	0.9015760387479783	0.7055756820085396
Myxococcota_A	Bacteria	0.0066739690212975	0.0553312243761385	0.23385122377574	0.0289608177212174	0.0909090909090908	0.2202481770639163	0.0227272727272727	0.0250003287102201	0.2549019607843137	0.1042027788062492	0.1496064757266489	0.0578452437182257
NPL-UPA2	Bacteria												0.0094339622641509
Nitrospinota	Bacteria	0.0977776972951509	0.1736722937561479	0.08406193790865321	0.7203025732931894		0.1637093832668066	0.2727438813203938	0.2500000000000146	0.43080565066918675	0.1328367893054755	0.0905513576164128	0.1377292298653309
Nitrospirota	Bacteria	0.2378873434447987	0.8079860157018216	0.9847563870708808	0.2094797629516123	0.3187823112311215	0.5886293704168808	0.3863921752056046	0.541666337956497	1.392156862745098	0.4654597981390916	0.9015767448041672	0.521857072609431
Nitrospirota_A	Bacteria	0.026505832779437098	0.0994166389389287	0.15031973900780252	0.01192504259839	0.045454545454545296	0.0473395070381862		0.0166666666666666	0.1568627450980392	0.0724128943770598	0.1299216128706218	0.1062596895350081
Nitrospirota_B	Bacteria									0.0196078431372549			
Omnitrophota	Bacteria	0.1453069720225218	0.49102700145527106	0.5118445798750243	0.0970490635974237	0.102873220322031	0.3308224396609608	0.2954830842965138	0.5328105918640454	0.9411764705882353	0.2850516280011891	0.5236229298143669	0.3363949458358396
PUNC01	Bacteria		0.0028390298344205	0.0160427807486631							0.008000000125807701	0.0354330708661417	
Patescibacteriota	Bacteria	1.4234136471231846	5.225503221627767	4.8528693536163905	2.2292388289519827	2.0054096660873113	3.9898958093943806	3.7957390760207947	5.328100559917819	11.509237023218207	3.614261514636328	5.507895789949094	4.203650966281696
Planctomycetota	Bacteria	0.6029165857696881	3.3877726633252854	3.3350762991231226	0.8240378244092275	1.4713135283528245	1.9409265854826878	1.454636218191958	2.237485063622489	5.414093970435266	1.5527771279914393	2.3818954664129097	2.1684311195148083
Poribacteria	Bacteria	0.013347938042595		0.0026737967914438	0.0153321976060389		0.0226828167563782	0.0227272727272727		0.1764705882352941	0.0119999999999976	0.0472444475162913	0.0685206761156969
Pseudomonadota	Bacteria	35.5675684442921	150.95539480619675	133.9859397555507	60.21316314304535	57.44154815165979	106.62305493252366	92.55406431345853	136.73289354720492	281.5422784308353	84.94685488283335	118.26393339021253	109.56790278278177
RBG-13-66-14	Bacteria		0.0217996517520355	0.0056411529263612	0.0017035775127768		0.0087443803801607		0.0083333333333333	0.0392156862745098	0.0122064464839714	0.0039370078740157	0.0094339622641509
Ratteibacteria	Bacteria	0.0066739690212975	0.0141184181306688	0.0169801243253146	0.0153321976190029		0.011651449495529799	0.0681873543795252	0.0750000000000049	0.1764705882352941	0.0560047292448848	0.027559055118128	0.0672855347077918
SAR324	Bacteria	0.040043814127785	0.2520242159169621	0.4235277173650977	0.0510524707354741	0.1596914021402129	0.1240516355873796	0.1363755666124836	0.2328102631538109	0.3529411764705882	0.1724202276837156	0.2007884606591098	0.2231873986660288
SM23-31	Bacteria	0.006578947368421							0.0416666666666352				
SZUA-182	Bacteria	0.0263157894736842	0.0529247910863509	0.1042780748663101	0.0085178875728364	0.034090909090909	0.0170575693055834				0.012	0.0039370078740157	
SZUA-79	Bacteria	0.019831863758139598	0.0854786462091419	0.1070703185563751	0.0068197265520759	0.0568181818181818	0.0409429185428373	0.0227272727272727	0.0250003287102201	0.21568627450980393	0.0644128954087629	0.0787403339943659	0.0861534592360936
Schekmanbacteria	Bacteria				0.0034071550255536		0.0021321965654842			0.0392156862745098	0.0079999999999988	0.0039370078740157	
Spirochaetota	Bacteria	0.6295611434996014	2.4000506643065385	1.9263449802640178	1.4748228475180007	1.0018014791479106	2.234341851781553	1.5228516426371268	2.207332267869303	5.587668395767226	1.5250207392588693	2.665362979897162	2.188276996034298
Sumerlaeota	Bacteria	0.0197368421052631	0.0306406685236768	0.0106951871657754		0.0113636363636363				0.0196078431372549	0.0119999999999988	0.0078740157480314	
Synergistota	Bacteria	0.2285451530852835	0.4969379992599135	0.5645462507304051	1.5325983323112071	0.2045454545454542	0.5305594366770506	0.590936771897626	0.45000065742049106	0.7831799287893538	0.28083678841419	0.4055123405657739	0.2672533101490008
Sysuimicrobiota	Bacteria	0.013347938042595	0.1987262488496848	0.0738354225312037	0.061328790461971594	0.1022727272727272	0.1971757749224565		0.025	0.3137254901960784	0.0648221194156674	0.1614176758627475	0.1345584119647532
TA06	Bacteria		0.0083565459610027							0.0196078431372549		0.0039413639546537	
TA06_A	Bacteria			0.0026737967914438									
Tectomicrobia	Bacteria									0.0196078431372549			
Thermodesulfobiota	Bacteria	0.0066739690212975			0.0017035775127768		0.0106609808102345				0.0039999988424947	0.003937184388067	0.0201093946616221
Thermosulfidibacterota	Bacteria									0.0196078431372549	0.004		
Thermotogota	Bacteria	0.0465277398433296	0.25115970229640877	0.250024485264721	0.0374238506243072	0.0687823112311221	0.0924950221658106	0.1136372214897967	0.107810263153801	0.5098039215686274	0.1086193421443497	0.2204733235151372	0.2502509796878688
UBA10199	Bacteria	0.0200219070638925	0.035918069882704295	0.008314949717805	0.0119250425894377		0.0374533991720657	0.0454600816522525	0.0750000000000049	0.1568627450980392	0.040210113074394704	0.0275595846602638	0.09806719740417749
UBA1439	Bacteria	0.0066739690212975	0.043599303504071	0.0112823058527224	0.0017035775127768		0.023885349246462097			0.0784313725490196	0.0164128929679428	0.0236222237581456	0.0484112814540748
UBA3054	Bacteria		0.0083565459610027		0.0102214650766609		0.0127931769722814	0.0227272727272727				0.0039370078740157	
UBA4055	Bacteria		0.0028390298344205	0.0160427807486631						0.0392156862745098	0.0040000001258077	0.0354330708661417	
UBA6262	Bacteria		0.0028390298344205	0.0160427807486631	0.0034071550255536		0.0021321965654842			0.0392156862745098	0.008000000125807701	0.039370078740157397	
UBA6266	Bacteria											0.0039370078740157	
UBA8248	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407			0.058823529411764705	0.004	0.0196852158841299	0.0201093946616221
UBA9089	Bacteria			0.011632530742427	0.0034071550295652					0.11764705882352941		0.0078740157480314	
UBP13	Bacteria	0.0131578947368421	0.0501392757660167	0.1042780748663101	0.0085178875728364	0.034090909090909	0.0170575693055834			0.0196078431372549	0.012		0.0094339622641509
UBP14	Bacteria				0.0017035775127768		0.0385308760030931				0.0119963332281676	0.011811023622047102	0.0188679245283018
UBP15	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0392156862745098	0.0122064464839714	0.0039370078740157	0.0094339622641509
UBP4	Bacteria												0.0094339622641509
UBP6	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407		0.0083333333333333		0.0039999999999988	0.0196852158841299	0.0389773191899239
UBP7	Bacteria											0.0118110236220472	0.0094339622641509
Verrucomicrobiota	Bacteria	1.1479086448901077	4.909215572180454	4.106904893468201	3.3530279964061336	1.52753644576528	3.495340205483573	3.5002559917242815	4.671864866025169	9.802220873576188	2.8220393360623643	4.098440849830292	3.433073907767834
Vulcanimicrobiota	Bacteria	0.0528216222531213	0.4016026010002899	0.2944352740856902	0.0646262361947991	0.08074644064406239	0.1377758728697174	0.18182543372275511	0.2822875216844938	0.43137254901960786	0.13620172163209682	0.1417324599786352	0.22641292618753478
WOR-3	Bacteria	0.0333698451064875	0.1509592337742634	0.19438805613726018	0.08858603067241799	0.1477272727272726	0.16825800001596058	0.090920163304505	0.1833339907537834	0.39215686274509803	0.1240073347157741	0.2204733235151373	0.1571539112557235
Zhuqueibacterota	Bacteria		0.0141184181306688	0.0026737967914438	0.008517887563884101		0.0608587153977662	0.0681873543795252	0.1000000000000048	0.09803921568627451	0.036003666590422506	0.0393700787401572	0.0188679245283018
Zixibacteria	Bacteria	0.0200219070638925	0.0915791030508321	0.040694070558604495	0.0306643952299827		0.0524431092469108	0.1818347904113029	0.233333333333348	0.1568627450980392	0.08442389286501721	0.0984257263925468	0.0791961085131681
		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
